id_libro,name,price,descr_short,descr_full,brand,barcode,image,features
196,DouGall's Happy Otter,2.8,American Pale Ale,"American Pale Ale de 5.6% ABV elaborada con malta Maris Otter y lúpulos Citra, Mosaic, Chinook y Equinox.
Cerveza de color ámbar, espuma fina y duradera.
Agradable aroma a frutas y flores.
Sabor afrutado, con notas de naranja, que equilibran a la perfección con las notas de galleta y corteza de pan que proviene de la malta utilizada.
Cerveza elaborada para celebrar la 50ª cosecha de la cebada malteada Maris Otter.",Cerveza Dougall's,2108,https://www.labirratorium.com/12137-large_default/dougall-s-happy-otter.jpg,"{'Estilo': 'APA (AMERICAN PALE ALE)', 'Origen': 'Cantabria', '% Alc.': 'MEDIO (4-6%)', '% Alc. Exacto': '5.6', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Maris Otter', 'Lúpulos': 'Citra, Mosaic, Chinook y Equinox', 'IBU': '25-50 Amargor medio', 'IBU Exacto': '40', 'Color': 'Amarillo pálido', 'Envase': 'Botella'}"
197,Montseny Castanya,3.4,Imperial Brown Ale,Imperial brown ale. Elaborada con un 75 % de malta de cebada y un 25 % de castaña. (castañas de Pujol de Muntanya de Viladrau),Companyia Cervesera del Montseny,6341,https://www.labirratorium.com/7538-large_default/montseny-castanya.jpg,"{'% Alc. Exacto': '7.8', 'Volumen (cl)': '33', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Pale Ale, Chocolat, Crystal, Caraaroma, malta fumada', 'Lúpulos': 'Challenger, Northern Brewer, EK Goldings', 'IBU Exacto': '26', 'OLD-REF': '8437009161296'}"
198,Schneider Hopfenweisse TAP 5,2.55,Weizendoppelbock,"Cerveza de trigo estilo WeizenBock (weizen: trigo, bock: fuerte) de 8.2% ABV.
Se trata de una cerveza de trigo intensa, con una graduación alcohólica elevada, y se diferencia a otras de trigo tradicionales por su mayor cantidad de lúpulos aromáticos que aportan un fuerte aroma floral y resinoso.",Schneider,4574,https://www.labirratorium.com/30151-large_default/schneider-tap5.jpg,"{'Estilo': 'TRIGO ALEMÁN (WEIZENDOPPELBOCK)', 'Origen': 'Alemania', '% Alc.': 'ALTO (6-9%)', '% Alc. Exacto': '8.2', 'Volumen (cl)': '50 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada y Trigo', 'IBU': '25-50 Amargor medio', 'IBU Exacto': '40', 'Color': 'Amarillo dorado', 'Envase': 'Botella', 'OLD-REF': '4003669016104'}"
199,Duvel Tripel Hop Citra,3.15,Belgian Strong Golden Ale,"Cerveza Duvel edición especial Tripel Hop elaborada con lúpulo Citra. Más amarga, más aromática y más compleja que su versión base.",Duvel Moortgat,3399,https://www.labirratorium.com/29954-large_default/duvel-2015.jpg,"{'Estilo': 'BELGIAN GOLDEN STRONG', 'Origen': 'Belgica', '% Alc.': 'ALTO (6-9%)', '% Alc. Exacto': '9.5', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada', 'Lúpulos': 'Citra', 'IBU': '50-75 Amargor alto', 'Color': 'Amarillo dorado', 'Envase': 'Botella', 'OLD-REF': '5411681401164'}"
200,Troubadour Magma,2.75,Triple Belgian IPA,"Cerveza de color cobrizo, turbia y espuma blanca y fina. Tiene la amargura de una American IPA y la frutosidad de una Triple belga. Una explosión de aromas y sabores a frutas tropicales debido al dry hopping en su elaboración.",The Musketeers,1585,https://www.labirratorium.com/1973-large_default/troubadour-magma-33cl.jpg,"{'Estilo': 'BELGIAN IPA\nTRIPEL', 'Origen': 'Bélgica', '% Alc.': 'ALTO (6-9%)', '% Alc. Exacto': '9', 'Volumen (cl)': '33 Cl', 'Maltas': 'Cebada', 'IBU': '25-50 Amargor medio', 'IBU Exacto': '45', 'Color': 'Amarillo dorado', 'Envase': 'Botella', 'OLD-REF': '5425006700139'}"
201,DouGall's IPA 6,2.8,IPA,"IPA de 6% ABV elaborada con lúpulos Mosaic, Simcoe y Cascade.
De color claro y espuma blanca persistente.
Aromas a frutas tropicales dulces. Sabor fresco, ligero y marcadas notas de mango, papaya y lichi.
Final seco con un amargor persistente y muy agradable que invita al siguiente trago.",Cerveza Dougall's,1809,https://www.labirratorium.com/12698-large_default/dougall-s-ipa-6.jpg,"{'Estilo': 'IPA (INDIA PALE ALE)', 'Origen': 'Cantabria', '% Alc.': 'MEDIO (4-6%)', '% Alc. Exacto': '6', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Extra Pale', 'Lúpulos': 'Mosaic, Simcoe, Cascade.', 'IBU': '50-75 Amargor alto', 'IBU Exacto': '60', 'Color': 'Amarillo dorado', 'Envase': 'Botella', 'OLD-REF': '8437012473119'}"
202,Kasteel Cuvée du Chateau,2.95,Belgian Strong Dark Ale,"Cerveza belga oscura fuerte, envejecida durante 10 años en barricas de roble en las bodegas de la cervecera Van Honsebrouck. Delicados toques amargos que provienen de los lúpulos utilizados, se combinan a la perfección con las notas a maltas tostadas y caramelo.",Van Honsebrouck,4121,https://www.labirratorium.com/29963-large_default/kasteelbier-cuvee-du-chateau.jpg,"{'Estilo': 'BELGIAN DARK STRONG ALE', 'Origen': 'Bélgica', '% Alc.': 'MUY ALTO (+10%)', '% Alc. Exacto': '11', 'Otros ingredientes': 'Envejecida durante 10 años en barricas de roble', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada', 'IBU': '0-25 Amargor bajo', 'Color': 'Marrón', 'Envase': 'Botella', 'OLD-REF': '5411081004811'}"
203,Riegele Augsburger Herren Pils,2.4,Pilsner,"Cerveza rubia alemana de 4.7% ABV de estilo Pilsner, elaborada según la Ley de Pureza Bávara.",Brauhaus Riegele,18042,https://www.labirratorium.com/29724-large_default/riegele-augsburgen-herren-pils.jpg,"{'Estilo': 'PILSNER ', 'Origen': 'Alemania', '% Alc.': 'MEDIO (4-6%)', '% Alc. Exacto': '4.7', 'Volumen (cl)': '50 Cl', 'Tipo Fermentación': 'Lager (Baja Fermentación)', 'Maltas': 'Cebada', 'IBU': '25-50 Amargor medio', 'IBU Exacto': '46', 'Color': 'Amarillo pálido', 'Envase': 'Botella'}"
204,Schneider Weisse Tap 3 Mein Alkoholfreies 33 cl.,1.44,Sin Alcohol / Trigo,"Schneider Weisse Tap 3 Mein Alkoholfreies
Tap3 Mein Alkoholfreies es perfecta para calmar la sed. Es baja en calorías y sin alcohol, por lo que es el compañero perfecto para los deportes, el ciclismo o cuando tienes que conducir.",Schneider,5983,https://www.labirratorium.com/12548-large_default/schneider-weisse-tap-3-mein-alkoholfreies-33-cl.jpg,"{'Origen': 'Alemania', '% Alc.': 'SIN ALCOHOL (0-1%)', '% Alc. Exacto': '0.5', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Trigo y Cebada', 'IBU': '0-25 Amargor bajo', 'IBU Exacto': '13', 'Color': 'Amarillo dorado', 'Envase': 'Botella', 'OLD-REF': '4003669016333'}"
205,SanFrutos Tutiplén,4.75,Raspberry & Lime Pils / Sn Gluten,"Pilsner de 4.7% ABV ligera y refrescante, con frambuesa y lima natural que aportan un frescor frutal y agradable en cada sorbo. Una cerveza de trago largo, hecha para gustar a todo el mundo.
Cerveza sin glluten",Cerveza Sanfrutos,18267,https://www.labirratorium.com/30331-large_default/sanfrutos-tutiplen.jpg,"{'Estilo': 'PILSNER \nSIN GLUTEN', 'Origen': 'Segovia', '% Alc.': 'MEDIO (4-6%)', '% Alc. Exacto': '4.7', 'Otros ingredientes': 'Frambuesa y Lima', 'Volumen (cl)': '44 Cl', 'Tipo Fermentación': 'Lager (Baja Fermentación)', 'Maltas': 'Cebada', 'IBU': '25-50 Amargor medio', 'Color': 'Ámbar', 'Envase': 'Botella'}"
206,Laugar Punkarra (botella),3.85,Session Juicy IPA,"Session Juicy IPA de 4% ABV. elaborada con lúpulos Bravo y Mosaic.
Inspirada en la comarca que vio nacer a Laugar y que homenajea a todas esas bandas Punk que marcaron su época. Pura distorsión de lúpulo en todo su esplendor. Contundente y subversiva en todo su sabor y aroma. 
¡¡PARA BEBER A CUBOS!! 
",Laugar,6538,https://www.labirratorium.com/31438-large_default/laugar-punkarra-lata.jpg,"{'Estilo': 'SESSION IPA', 'Origen': 'Bizkaia', '% Alc.': 'BAJO (2.5-4%)', '% Alc. Exacto': '4', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Pale, Trigo, Avena y Maltodextrina', 'Lúpulos': 'Bravo y Mosaic', 'IBU': '25-50 Amargor medio', 'Color': 'Amarillo pálido', 'Envase': 'Lata', 'OLD-REF': '8436569141687'}"
207,Kloster Andechs Weissbier Hell,2.5,Weissbier,"En días de verano después del baño, de una caminata o simplemente permaneciendo al aire libre, mitigar la sed con una Andechs Weissbier Hell es realmente un placer.",Klosterbrauerei Andechs,6958,https://www.labirratorium.com/8242-large_default/andechs-weissbier-hell.jpg,"{'Estilo': 'TRIGO ALEMÁN (WEISSBIER / HEFEWEIZEN)', 'Origen': 'Alemania', '% Alc.': 'MEDIO (4-6%)', '% Alc. Exacto': '5.5', 'Volumen (cl)': '50 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Trigo y Cebada', 'IBU': '0-25 Amargor bajo', 'Color': 'Amarillo dorado', 'Envase': 'Botella', 'OLD-REF': '4013024001317'}"
208,Calendario de Adviento La Quince / La Pirata / Guineu 2022,89,Reserva ya el Calendario de Adviento con 24 cervezas.,"Calendario de Adviento La Quince + La Pirata + Guineu:

IMPORTANTE LOS ENVÍOS SE HARÁN A PARTIR DEL 15/11 POR ORDEN DE LLEGADA DE PEDIDOS

Un pack creado en colaboración entre las cerveceras La Quince, Guineu & La Pirata. ENVÍO GRATIS para España Peninsular y Baleares.

24 cervezas para 24 días con diferentes estilos cerveceros: varias IPAs, diferentes tipos de Lagers, Amber, Weizen, APAs, Belgian, Barleywine, Porter, Stout y la nueva edición limitada Imperial Stouts Barrel Aged Vanilla Black Block 2022 en barricas de Oporto.

Una forma genial de aprender sobre estilos cerveceros y también es un regalo perfecto para uno mismo o para cualquier amante de la cerveza.


Recuerda: 

¡Envíos GRATIS para este Pack! Sólo para territorio nacional peninsular

¡Los packs son de EDICIÓN LIMITADA! Así que asegúrate y compra e el tuyo.


*Comprar Pack Calendario de Adviento La Quince + La Pirata + Guineu: 24 Cervezas Artesanas con ENVÍO GRATIS con Labirratorium

AVISO: Si se compran más artículos junto a este producto, los gastos de envío del otro producto sí serán abonados, y en ningún caso llegarían los productos juntos ya que se envían desde lugares diferentes. ",La Quince,19793,https://www.labirratorium.com/33206-large_default/calendario-de-adviento-la-quince-la-pirata-guineu-2022.jpg,{'Estilo': 'CHRISTMAS ALE'}
209,Samuel Smith Nut Brown Ale,3.3,Brown Ale,"Cerveza de color nuez y espuma beige densa, algo seca y aromas frutos secos y toffee.
Elaborada con agua del pozo original en la Old Brewery hundido en 1978 y que todavía está en uso.",Samuel Smith,1218,https://www.labirratorium.com/2498-large_default/samuel-smith-s-nut-brown-ale.jpg,"{'Estilo': 'ENGLISH BROWN ALE', 'Origen': 'Inglaterra', '% Alc.': 'MEDIO (4-6%)', '% Alc. Exacto': '5', 'Volumen (cl)': '35.5 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada', 'IBU': '25-50 Amargor medio', 'IBU Exacto': '30', 'Color': 'Marrón', 'Envase': 'Botella', 'OLD-REF': '$5010149200785'}"
210,Península Czech Style Lager,3.95,Lager estilo Lager checa,"Czech Style Lager es una cerveza estilo lager checa de 4.8%, rubia, elaborada con maltas tradicionales malteadas en suelo (floor-malted), que aportan mucha personalidad y cuerpo a esta cerveza.
",Península,19359,https://www.labirratorium.com/32722-large_default/peninsula-czech-style-lager.jpg,"{'Estilo': 'PILSNER ', '% Alc.': 'MEDIO (4-6%)', '% Alc. Exacto': '4,8', 'Volumen (cl)': '44 Cl', 'Tipo Fermentación': 'Lager (Baja Fermentación)', 'Maltas': 'Pilsner Floor-malted, Bohemian Pils Floor-malted, Bohemian Dark, Carabohemian', 'Lúpulos': 'Herkules, Mittelfruh', 'IBU': '25-50 Amargor medio', 'IBU Exacto': '36'}"
211,La Quince Roots,4.25,Amber Ale,"American Amber Ale de 5.5% ABV elaborada con lúpulos Citra y Mosaic.
Amber Ale con aromas a cereal y lúpulos herbales. Tiene una presencia de maltas caramelo y crystal que le otorgan un sabor tostado a caramelo, junto a la percepción de un cuerpo más completo. 
La combinación perfecta entre dulzor y amargor.
¡¡NUEVO LOTE!!
",La Quince,12540,https://www.labirratorium.com/16475-large_default/la-quince-roots.jpg,"{'Estilo': 'AMBER ALE / RED ALE', 'Origen': 'Madrid', '% Alc.': 'MEDIO (4-6%)', '% Alc. Exacto': '5.5', 'Volumen (cl)': '44 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Maris Otter, Munich y Crystal', 'Lúpulos': 'Citra y Mosaic', 'IBU': '25-50 Amargor medio', 'IBU Exacto': '45', 'Color': 'Ámbar', 'Envase': 'Lata'}"
212,Staropramen Premium,1.6,Lager Checa,,Pivovary Staropramen,19368,https://www.labirratorium.com/32731-large_default/staropramen-premium.jpg,"{'Estilo': 'PILSNER ', '% Alc.': 'MEDIO (4-6%)', '% Alc. Exacto': '5', 'IBU': '27'}"
213,Tilquin Oude Pinot Gris Tilquin à L'Ancienne 75 cl.,29.5,Lambic / Fruit,"Cerveza de fermentación espontánea (Lambic) sin filtrar ni pasteurizar, elaborada a partir de la fermentación de 280 gr. de uvas Pinot Gris por litro de Lambic.",Gueuzerie Tilquin,11731,https://www.labirratorium.com/14482-large_default/tilquin-oude-pinot-gris-tilquin-a-l-ancienne-75-cl.jpg,"{'Estilo': 'FRUIT LAMBIC', 'Origen': 'Bélgica', '% Alc.': 'ALTO (6-9%)', '% Alc. Exacto': '8.5', 'Otros ingredientes': 'Uvas Pinot Gris', 'Volumen (cl)': '75 Cl', 'Tipo Fermentación': 'Cebada y Trigo\nLambic (Fermentación espontánea o salvaje)', 'IBU': '0-25 Amargor bajo', 'Color': 'Amarillo dorado', 'Envase': 'Botella', 'OLD-REF': ''}"
214,THE GARDEN NZ DRY HOPPED PILSNER,5.6,Lager Pils 5.0% ABV.,"Lager fresca y vibrante con notas minerales y aromas de clementina, melón y mango.

Lúpulo Nelson Sauvin, Pacific Sunrise Maltas Extra Pale Pilsner Malta Levadura Helles Fire Club.",The Garden Brewery,19561,https://www.labirratorium.com/32906-large_default/the-garden-nz-dry-hopped-pilsner-lata-50-8.jpg,"{'Estilo': 'Pilsner', 'Origen': 'Croacia', '% Alc.': '5', 'Lúpulos': 'Nelson Sauvin, Pacific Sunrise', 'IBU': '30'}"
215,THE GARDEN OKTOBEER PILSEN (LATA) 5.5%,5.6,Gerrman Pils.,,The Garden Brewery,19560,https://www.labirratorium.com/32907-large_default/the-garden-oktober-pilsen-lata-55.jpg,"{'Estilo': 'PILSNER ', 'Origen': 'croacia', '% Alc.': 'MEDIO (4-6%)', '% Alc. Exacto': '5.5%', 'Tipo Fermentación': 'Lager (Baja Fermentación)', 'Lúpulos': 'Slovenian Styrian Kolibri'}"
216,Lervig Pilsner Lata 50 cl.,3.3,Pilsner,"Lervigs new pilsener (new recipe), locally brewed in Stavanger, Rogaland county, available from September 15th 2005. Will replace Lervig Pilsner and Lervig Ein Te Pils. ",Lervig,1420,https://www.labirratorium.com/6852-large_default/lervig-pilsner-lata.jpg,"{'Origen': 'Noruega', '% Alc. Exacto': '4.7', 'Volumen (cl)': '50 cl.lata', 'Tipo Fermentación': 'Lager (Baja Fermentación)', 'OLD-REF': ''}"
217,Basqueland Arraun Lata,3.15,Hoppy Amber Ale,"Amber Ale de 5% ABV de color ambarino con cierta complejidad y mucho sabor. Con una estructura profunda debido a la gran cantidad de malta utilizada y el lúpulo añadido en ""dry hopping"", tras la fermentación. Con aromas a frutas tropicales, como maracuyá y mango. En boca, ligeras notas a café recién moliodo, cuero y pomelo.
Medalla de Oro en el Campeonato Nacional de Cervezas 2017.",Basqueland Brewing,14141,https://www.labirratorium.com/29087-large_default/basqueland-arraun-lata.jpg,"{'Estilo': 'AMBER ALE / RED ALE', 'Origen': 'Gipuzkoa', '% Alc.': 'MEDIO (4-6%)', '% Alc. Exacto': '5', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada', 'Lúpulos': 'Citra y Simcoe', 'IBU': '25-50 Amargor medio', 'IBU Exacto': '37', 'Color': 'Ámbar', 'Envase': 'Lata'}"
218,Saison Dupont 75 cl,5.95,Saison / Farmhouse Ale,"Saison de 6.5% ABV. 
Elaborada desde 1844 en la Granja Cervecera Dupont, la Saison Dupont es una cerveza belga referente en materia de «Saison belga».",Brasserie Dupont,11035,https://www.labirratorium.com/12789-large_default/saison-dupont.jpg,"{'Estilo': 'Saison', 'Origen': 'Bélgica', '% Alc.': 'ALTO (6-9%)', '% Alc. Exacto': '6.5', 'Volumen (cl)': '75 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada', 'IBU': '25-50 Amargor medio', 'IBU Exacto': '30', 'Color': 'Amarillo pálido', 'Envase': 'Botella', 'OLD-REF': '5410702000331'}"
219,Marble Barley Wine 2020,11.95,Barley Wine,"Barley Wine de 12.4% ABV de color ámbar oscuro, elaborada con lúpulos Bitter Gold, Columbus, Ekuanot y Simcoe.
¡Vuelve la exitosa Barley Wine de Marble!, Este año tiene notas distintivas de caramelo y mermelada, con solo un toque de amargor de lúpulo al final del trago.
Mejor servirlo ligeramente frío y dejar calentar en la copa.
Edición 2020.",Marble,9305,https://www.labirratorium.com/28009-large_default/marble-barley-wine-2019.jpg,"{'Estilo': 'ENGLISH BARLEYWINE', 'Origen': 'Inglaterra', '% Alc.': 'MUY ALTO (+10%)', '% Alc. Exacto': '12.4', 'Volumen (cl)': '65 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada, Trigo y Avena', 'Lúpulos': 'Bitter Gold, Columbus, Ekuanot y Simcoe', 'IBU': '25-50 Amargor medio', 'Color': 'Marrón', 'Envase': 'Botella', 'OLD-REF': '634158768859'}"
220,Leffe Blonde,1.95,Belgian Ale,"Leffe Blond is a pale abbey beer, with a full, sunny, golden colour. It has a smooth and full bodied taste and a rich creamy head. Like all the Leffe beers, it is a ’connoisseur’ beer that is easy to drink.""",Leffe (InBev),4432,https://www.labirratorium.com/5352-large_default/leffe-blonde.jpg,"{'Origen': 'Belgica', '% Alc. Exacto': '6.6', 'Volumen (cl)': '30', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'OLD-REF': '5410228142089'}"
221,Tilquin Oude Groseille à Maquereau Verte Tilquin à l'Ancienne 75 cl.,27.75,Lambic / Fruit,"Cerveza de fermentación espontánea de 5.5% ABV sin filtrar ni pasteurizar elaborada mediante la fermentación de grosellas verdes congeladas en lambics jóvenes y mezcladas con otras lambic de 1, 2 y 3 años para alcanzar una concentración final de frutos de 260 gramos por litro. 
Segunda fermentación en botella.",Gueuzerie Tilquin,13719,https://www.labirratorium.com/19248-large_default/tilquin-oude-groseille-a-maquereau-verte-tilquin-a-l-ancienne-75-cl.jpg,"{'Estilo': 'FRUIT LAMBIC', 'Origen': 'Bélgca', '% Alc.': 'MEDIO (4-6%)', '% Alc. Exacto': '5.5', 'Otros ingredientes': 'Grosellas Verdes', 'Volumen (cl)': '75 Cl', 'Tipo Fermentación': 'Lambic (Fermentación espontánea o salvaje)', 'Maltas': 'Cebada y Trigo', 'IBU': '0-25 Amargor bajo', 'Color': 'Amarillo pálido', 'Envase': 'Botella', 'OLD-REF': ''}"
222,Brewdog Elvis Juice,3.35,Juicy IPA,"IPA de 6.5% ABV elaborada con un blend de lúpulos y piel de pomelo.
Cerveza de color ambarino dorado con destellos naranjas. Genera una espuma blanca jabonosa de alta persistencia. En boca se muestra amarga y ligeramente amarga (reminiscencias a pomelo y mandarina). Carbonatación media y cuerpo pleno), en el que puede apreciarse el uso de la malta caramelo. Paso por boca resinoso con un final limpio, en el que destaca la presencia de cítricos.",Brewdog,2049,https://www.labirratorium.com/25393-large_default/brewdog-elvis-juice.jpg,"{'Estilo': 'IPA (INDIA PALE ALE)', 'Origen': 'Escocia', '% Alc.': 'ALTO (6-9%)', '% Alc. Exacto': '6.5', 'Otros ingredientes': 'Cáscara de Pomelo', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada', 'IBU': '25-50 Amargor medio', 'IBU Exacto': '40', 'Color': 'Amarillo dorado', 'Envase': 'Botella'}"
223,Península Paseo,2.95,Session IPA / Sin Gluten,"Session IPA de 5.1% ABV sin gluten elaborada con lúpulos Cascade, Magnum, Cashmere y Cryo Citra.
IPA dorada, ligera y refrescante. Su amargor es agradable y tiene una chispa de maltosidad. En aroma es tropical, herbal y cítrica.",Península,18036,https://www.labirratorium.com/29696-large_default/peninsula-paseo.jpg,"{'Estilo': 'SESSION IPA\nSIN GLUTEN', '% Alc.': 'MEDIO (4-6%)', '% Alc. Exacto': '5.1', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Best Pale Ale, Dextrine y Carahell', 'Lúpulos': 'Cascade, Magnum, Cashmere y Cryo Citra', 'IBU': '25-50 Amargor medio', 'IBU Exacto': '29', 'Color': 'Amarillo dorado', 'Envase': 'Lata'}"
224,Flying Dog Raging Bitch,3.45,Belgian IPA,"Cerveza fuerte, estilo IPA belga con un potente aroma a lúpulo americano (más cítrico, resinoso y amargo)
Apariencia: color anaranjado, cuerpo cremoso y ligera carbonatación
Aroma: matas, caramelo, cítricos, melocotón, herbáceo y especiado.
Sabor: Dulce, con final seco y amargor pronunciado y duradero.
",Flying Dog,152,https://www.labirratorium.com/243-large_default/flying-dog-raging-bitch.jpg,"{'Estilo': 'BELGIAN IPA', 'Origen': 'EEUU', '% Alc.': 'ALTO (6-9%)', '% Alc. Exacto': '8.3', 'Volumen (cl)': '35.5 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Caramel', 'Lúpulos': 'Warrior, Columbus y Amarillo', 'IBU': '50-75 Amargor alto', 'IBU Exacto': '60', 'Color': 'Ámbar', 'Envase': 'Botella', 'Levadura': 'Belgian (El Diablo)', 'OLD-REF': '786243119913'}"
225,Lo Vilot Benzin,5.75,Barley Wine Brandy Barrel Aged,Barley Wine de 11% ABV con avellanas y envejecida en barrica de Brandy.,Cervesa Lo Vilot,10639,https://www.labirratorium.com/12195-large_default/lo-vilot-benzin.jpg,"{'Estilo': 'ENGLISH BARLEYWINE', 'Origen': 'Lleida', '% Alc. Exacto': '11', 'Otros ingredientes': 'Avellanas.Envejecida en barrica de Brandy.', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada', 'IBU Exacto': '50', 'Envase': 'Botella'}"
226,Gulden Draak Brewmasters Edition 33 cl.,3.8,Belgian Strong Golden Ale Whisky Barrel Aged,"Exclusiva edición de Gulden Draak que combina la tecnología y la artesanía en su proceso de elaboración, al dejar que madurar la cerveza en barriles de Whisky aportando un acabado distintivo y complejo nunca antes probado.",Van Steenberge,5042,https://www.labirratorium.com/12343-large_default/gulden-draak-the-brewmasters-edition-33-cl.jpg,"{'Estilo': 'BELGIAN GOLDEN STRONG', 'Origen': 'Bélgica', '% Alc.': 'MUY ALTO (+10%)', '% Alc. Exacto': '10.5', 'Otros ingredientes': 'Envejecida en Barrica de Whisky', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada', 'IBU': '0-25 Amargor bajo', 'IBU Exacto': '11', 'Color': 'Ámbar', 'Envase': 'Botella', 'OLD-REF': '5521663003061'}"
227,Bush Scaldis Ambree,3.1,Belgian Strong Ale,"Elaborada por la belga Brasserie Dubuisson, la Bush Scaldis Ambrée es una cerveza de alta fermentación. Se trata de una Belgian Strong Ale, fuerte y de cuerpo robusto elaborada con agua extraída del sótano de la cervecería y levadura conservada durante 65 años, hacen de esta Tripel una cerveza única. Este vino de cebada de color ámbar, ligeramente turbia y con poca espuma, nos atrapa con un aroma a grano dulce, sustancias vitivinícolas y caramelo amargo cuando nos llevamos el vaso a la nariz. Al comienzo, la Bush Scaldis Ambree tiene un sabor dulce y lleno de caramelo dando paso a un intenso amargor proveniente de la malta y el lúpulo. Si estás acostumbrado a las bebidas fuertes, esta es una excelente opción.",Dubuisson,19463,https://www.labirratorium.com/32789-large_default/bush-scaldis-ambree.jpg,"{'Estilo': 'BELGIAN DARK STRONG ALE', 'Origen': 'Bélgica', '% Alc.': 'MUY ALTO (+10%)', '% Alc. Exacto': '12'}"
228,Schneider Festweisse Tap 4,2.5,Weizen / Weissbier,"Cerveza de trigo elaborada especialmente para Oktoberfest. No es estilo puro Oktoberfest, pues esta es una Ale de trigo, pero la incluimos en la categoría por ser elaborada especialmente para esta fiesta.",Schneider,12181,https://www.labirratorium.com/15717-large_default/schneider-mein-grnes-tap-4-50cl.jpg,"{'Estilo': 'OKTOBERFEST\nTRIGO ALEMÁN (WEISSBIER / HEFEWEIZEN)', 'Origen': 'Alemania', '% Alc.': 'ALTO (6-9%)', '% Alc. Exacto': '6.2', 'Volumen (cl)': '50 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Trigo y Cebada Orgánica', 'Lúpulos': 'Cascade y Hallertauer', 'IBU': '25-50 Amargor medio', 'IBU Exacto': '28', 'Color': 'Amarillo dorado', 'Envase': 'Botella', 'OLD-REF': '4003669016609'}"
229,Brunehaut Saison Bio Sin Gluten,2.75,Sin Gluten / Saison,"Saison sin gluten de 4.5% ABV elaborada con ingredientes 100% ecológicos.
Refrescante cerveza belga de color amarillo dorado y abundante espuma de larga retención., con aromas y sabores afrutados y ligeramente especiados.",Brunehaut,14200,https://www.labirratorium.com/20545-large_default/brunehaut-saison-bio-sin-gluten.jpg,"{'Estilo': 'SAISON / FARMHOUSE ALE\nSIN GLUTEN', 'Origen': 'Bélgica', '% Alc.': 'MEDIO (4-6%)', '% Alc. Exacto': '4.5', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada y Trigo', 'IBU': '25-50 Amargor medio', 'IBU Exacto': '30', 'Color': 'Amarillo dorado', 'Envase': 'Botella'}"
230,La Chouffe Blanche,2.6,Witbier,"Cerveza de trigo belga de 6.5% ABV sin filtrar ni pasteurizar elaborada con semillas cilantro y limón. De color amarillo turbio y espuma persistente de larga retención. El aroma es complejo, con notas cítricas y especiadas. En boca es fresca, refrescante y suave. Con un final elegantemente dulce.
",Brasserie d'Achouffe (Duvel-Moortgat),13340,https://www.labirratorium.com/18356-large_default/la-chouffe-blanche.jpg,"{'Estilo': 'WITBIER (TRIGO BELGA)', 'Origen': 'Bélgica', '% Alc.': 'ALTO (6-9%)', '% Alc. Exacto': '6.5', 'Otros ingredientes': 'Semillas de Cilantro y Limón', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada y Trigo', 'Lúpulos': 'Perle', 'IBU': '0-25 Amargor bajo', 'IBU Exacto': '17', 'Color': 'Amarillo pálido', 'Envase': 'Botella'}"
